OPR_DT,NODE,MW,INTERVALSTARTTIME,INTERVALENDTIME,Hour_Label
2025-04-24,POD_ADLIN_1_UNITS-APND,-2.36975,2025-04-24 13:00:00,2025-04-24 14:00:00,13:00-14:00
2025-04-24,POD_ADLIN_1_UNITS-APND,-1.50194,2025-04-24 14:00:00,2025-04-24 15:00:00,14:00-15:00
2025-04-24,POD_ADLIN_1_UNITS-APND,1.40885,2025-04-24 15:00:00,2025-04-24 16:00:00,15:00-16:00
2025-04-24,POD_ADLIN_1_UNITS-APND,8.17147,2025-04-24 16:00:00,2025-04-24 17:00:00,16:00-17:00
2025-04-24,POD_ADLIN_1_UNITS-APND,11.66665,2025-04-24 17:00:00,2025-04-24 18:00:00,17:00-18:00
2025-04-24,POD_ADLIN_1_UNITS-APND,24.75471,2025-04-24 18:00:00,2025-04-24 19:00:00,18:00-19:00
2025-04-24,POD_ADLIN_1_UNITS-APND,19.10216,2025-04-24 19:00:00,2025-04-24 20:00:00,19:00-20:00
2025-04-24,POD_ADLIN_1_UNITS-APND,20.38909,2025-04-24 20:00:00,2025-04-24 21:00:00,20:00-21:00
2025-04-24,POD_ADLIN_1_UNITS-APND,18.34541,2025-04-24 21:00:00,2025-04-24 22:00:00,21:00-22:00
2025-04-24,POD_ADLIN_1_UNITS-APND,23.03916,2025-04-24 22:00:00,2025-04-24 23:00:00,22:00-23:00
2025-04-24,POD_ADLIN_1_UNITS-APND,21.63392,2025-04-24 23:00:00,2025-04-25 00:00:00,23:00-00:00
2025-04-25,POD_ADLIN_1_UNITS-APND,23.82505,2025-04-25 00:00:00,2025-04-25 01:00:00,00:00-01:00
2025-04-25,POD_ADLIN_1_UNITS-APND,23.90484,2025-04-25 01:00:00,2025-04-25 02:00:00,01:00-02:00
2025-04-25,POD_ADLIN_1_UNITS-APND,27.7583,2025-04-25 02:00:00,2025-04-25 03:00:00,02:00-03:00
2025-04-25,POD_ADLIN_1_UNITS-APND,30.26498,2025-04-25 03:00:00,2025-04-25 04:00:00,03:00-04:00
2025-04-25,POD_ADLIN_1_UNITS-APND,23.79882,2025-04-25 04:00:00,2025-04-25 05:00:00,04:00-05:00
2025-04-25,POD_ADLIN_1_UNITS-APND,26.59259,2025-04-25 05:00:00,2025-04-25 06:00:00,05:00-06:00
2025-04-25,POD_ADLIN_1_UNITS-APND,27.79471,2025-04-25 06:00:00,2025-04-25 07:00:00,06:00-07:00
2025-04-25,POD_ADLIN_1_UNITS-APND,22.91474,2025-04-25 07:00:00,2025-04-25 08:00:00,07:00-08:00
2025-04-25,POD_ADLIN_1_UNITS-APND,17.15904,2025-04-25 08:00:00,2025-04-25 09:00:00,08:00-09:00
2025-04-25,POD_ADLIN_1_UNITS-APND,16.37042,2025-04-25 09:00:00,2025-04-25 10:00:00,09:00-10:00
2025-04-25,POD_ADLIN_1_UNITS-APND,9.95134,2025-04-25 10:00:00,2025-04-25 11:00:00,10:00-11:00
2025-04-25,POD_ADLIN_1_UNITS-APND,4.01489,2025-04-25 11:00:00,2025-04-25 12:00:00,11:00-12:00
2025-04-25,POD_ADLIN_1_UNITS-APND,3.64504,2025-04-25 12:00:00,2025-04-25 13:00:00,12:00-13:00
2025-04-25,POD_ADLIN_1_UNITS-APND,-1.19474,2025-04-25 13:00:00,2025-04-25 14:00:00,13:00-14:00
2025-04-25,POD_ADLIN_1_UNITS-APND,4.4157,2025-04-25 14:00:00,2025-04-25 15:00:00,14:00-15:00
2025-04-25,POD_ADLIN_1_UNITS-APND,2.81708,2025-04-25 15:00:00,2025-04-25 16:00:00,15:00-16:00
2025-04-25,POD_ADLIN_1_UNITS-APND,10.26443,2025-04-25 16:00:00,2025-04-25 17:00:00,16:00-17:00
2025-04-25,POD_ADLIN_1_UNITS-APND,9.85013,2025-04-25 17:00:00,2025-04-25 18:00:00,17:00-18:00
2025-04-25,POD_ADLIN_1_UNITS-APND,25.08279,2025-04-25 18:00:00,2025-04-25 19:00:00,18:00-19:00
2025-04-25,POD_ADLIN_1_UNITS-APND,15.6237,2025-04-25 19:00:00,2025-04-25 20:00:00,19:00-20:00
2025-04-25,POD_ADLIN_1_UNITS-APND,18.11507,2025-04-25 20:00:00,2025-04-25 21:00:00,20:00-21:00
2025-04-25,POD_ADLIN_1_UNITS-APND,14.90053,2025-04-25 21:00:00,2025-04-25 22:00:00,21:00-22:00
2025-04-25,POD_ADLIN_1_UNITS-APND,24.82271,2025-04-25 22:00:00,2025-04-25 23:00:00,22:00-23:00
2025-04-25,POD_ADLIN_1_UNITS-APND,20.36382,2025-04-25 23:00:00,2025-04-26 00:00:00,23:00-00:00
2025-04-26,POD_ADLIN_1_UNITS-APND,22.4304,2025-04-26 00:00:00,2025-04-26 01:00:00,00:00-01:00
2025-04-26,POD_ADLIN_1_UNITS-APND,22.68826,2025-04-26 01:00:00,2025-04-26 02:00:00,01:00-02:00
2025-04-26,POD_ADLIN_1_UNITS-APND,24.29777,2025-04-26 02:00:00,2025-04-26 03:00:00,02:00-03:00
2025-04-26,POD_ADLIN_1_UNITS-APND,24.25671,2025-04-26 03:00:00,2025-04-26 04:00:00,03:00-04:00
2025-04-26,POD_ADLIN_1_UNITS-APND,22.62296,2025-04-26 04:00:00,2025-04-26 05:00:00,04:00-05:00
2025-04-26,POD_ADLIN_1_UNITS-APND,24.59416,2025-04-26 05:00:00,2025-04-26 06:00:00,05:00-06:00
2025-04-26,POD_ADLIN_1_UNITS-APND,23.95248,2025-04-26 06:00:00,2025-04-26 07:00:00,06:00-07:00
2025-04-26,POD_ADLIN_1_UNITS-APND,14.71817,2025-04-26 07:00:00,2025-04-26 08:00:00,07:00-08:00
2025-04-26,POD_ADLIN_1_UNITS-APND,7.43064,2025-04-26 08:00:00,2025-04-26 09:00:00,08:00-09:00
2025-04-26,POD_ADLIN_1_UNITS-APND,9.61551,2025-04-26 09:00:00,2025-04-26 10:00:00,09:00-10:00
2025-04-26,POD_ADLIN_1_UNITS-APND,-0.5324,2025-04-26 10:00:00,2025-04-26 11:00:00,10:00-11:00
2025-04-26,POD_ADLIN_1_UNITS-APND,-5.93889,2025-04-26 11:00:00,2025-04-26 12:00:00,11:00-12:00
2025-04-26,POD_ADLIN_1_UNITS-APND,-7.07459,2025-04-26 12:00:00,2025-04-26 13:00:00,12:00-13:00
2025-04-26,POD_ADLIN_1_UNITS-APND,-10.67582,2025-04-26 13:00:00,2025-04-26 14:00:00,13:00-14:00
2025-04-26,POD_ADLIN_1_UNITS-APND,-13.47817,2025-04-26 14:00:00,2025-04-26 15:00:00,14:00-15:00
2025-04-26,POD_ADLIN_1_UNITS-APND,-10.51354,2025-04-26 15:00:00,2025-04-26 16:00:00,15:00-16:00
2025-04-26,POD_ADLIN_1_UNITS-APND,0.95513,2025-04-26 16:00:00,2025-04-26 17:00:00,16:00-17:00
2025-04-26,POD_ADLIN_1_UNITS-APND,7.81176,2025-04-26 17:00:00,2025-04-26 18:00:00,17:00-18:00
2025-04-26,POD_ADLIN_1_UNITS-APND,14.31051,2025-04-26 18:00:00,2025-04-26 19:00:00,18:00-19:00
2025-04-26,POD_ADLIN_1_UNITS-APND,13.27624,2025-04-26 19:00:00,2025-04-26 20:00:00,19:00-20:00
2025-04-26,POD_ADLIN_1_UNITS-APND,19.51336,2025-04-26 20:00:00,2025-04-26 21:00:00,20:00-21:00
2025-04-26,POD_ADLIN_1_UNITS-APND,17.33603,2025-04-26 21:00:00,2025-04-26 22:00:00,21:00-22:00
2025-04-26,POD_ADLIN_1_UNITS-APND,16.8845,2025-04-26 22:00:00,2025-04-26 23:00:00,22:00-23:00
2025-04-26,POD_ADLIN_1_UNITS-APND,17.38117,2025-04-26 23:00:00,2025-04-27 00:00:00,23:00-00:00
2025-04-27,POD_ADLIN_1_UNITS-APND,22.27339,2025-04-27 00:00:00,2025-04-27 01:00:00,00:00-01:00
2025-04-27,POD_ADLIN_1_UNITS-APND,28.15556,2025-04-27 01:00:00,2025-04-27 02:00:00,01:00-02:00
2025-04-27,POD_ADLIN_1_UNITS-APND,20.99247,2025-04-27 02:00:00,2025-04-27 03:00:00,02:00-03:00
2025-04-27,POD_ADLIN_1_UNITS-APND,21.67732,2025-04-27 03:00:00,2025-04-27 04:00:00,03:00-04:00
2025-04-27,POD_ADLIN_1_UNITS-APND,22.93733,2025-04-27 04:00:00,2025-04-27 05:00:00,04:00-05:00
2025-04-27,POD_ADLIN_1_UNITS-APND,16.92975,2025-04-27 05:00:00,2025-04-27 06:00:00,05:00-06:00
2025-04-27,POD_ADLIN_1_UNITS-APND,18.87475,2025-04-27 06:00:00,2025-04-27 07:00:00,06:00-07:00
2025-04-27,POD_ADLIN_1_UNITS-APND,16.10389,2025-04-27 07:00:00,2025-04-27 08:00:00,07:00-08:00
2025-04-27,POD_ADLIN_1_UNITS-APND,12.14889,2025-04-27 08:00:00,2025-04-27 09:00:00,08:00-09:00
2025-04-27,POD_ADLIN_1_UNITS-APND,11.4244,2025-04-27 09:00:00,2025-04-27 10:00:00,09:00-10:00
2025-04-27,POD_ADLIN_1_UNITS-APND,1.88391,2025-04-27 10:00:00,2025-04-27 11:00:00,10:00-11:00
2025-04-27,POD_ADLIN_1_UNITS-APND,-1.97005,2025-04-27 11:00:00,2025-04-27 12:00:00,11:00-12:00
2025-04-27,POD_ADLIN_1_UNITS-APND,-3.69185,2025-04-27 12:00:00,2025-04-27 13:00:00,12:00-13:00
2025-04-27,POD_ADLIN_1_UNITS-APND,-5.91747,2025-04-27 13:00:00,2025-04-27 14:00:00,13:00-14:00
2025-04-27,POD_ADLIN_1_UNITS-APND,-6.11698,2025-04-27 14:00:00,2025-04-27 15:00:00,14:00-15:00
2025-04-27,POD_ADLIN_1_UNITS-APND,-4.86144,2025-04-27 15:00:00,2025-04-27 16:00:00,15:00-16:00
2025-04-27,POD_ADLIN_1_UNITS-APND,15.06404,2025-04-27 16:00:00,2025-04-27 17:00:00,16:00-17:00
2025-04-27,POD_ADLIN_1_UNITS-APND,5.4872,2025-04-27 17:00:00,2025-04-27 18:00:00,17:00-18:00
2025-04-27,POD_ADLIN_1_UNITS-APND,10.71434,2025-04-27 18:00:00,2025-04-27 19:00:00,18:00-19:00
2025-04-27,POD_ADLIN_1_UNITS-APND,-28.89014,2025-04-27 19:00:00,2025-04-27 20:00:00,19:00-20:00
2025-04-27,POD_ADLIN_1_UNITS-APND,14.37877,2025-04-27 20:00:00,2025-04-27 21:00:00,20:00-21:00
2025-04-27,POD_ADLIN_1_UNITS-APND,11.448,2025-04-27 21:00:00,2025-04-27 22:00:00,21:00-22:00
2025-04-27,POD_ADLIN_1_UNITS-APND,8.40604,2025-04-27 22:00:00,2025-04-27 23:00:00,22:00-23:00
2025-04-27,POD_ADLIN_1_UNITS-APND,10.28833,2025-04-27 23:00:00,2025-04-28 00:00:00,23:00-00:00
2025-04-28,POD_ADLIN_1_UNITS-APND,16.70411,2025-04-28 00:00:00,2025-04-28 01:00:00,00:00-01:00
2025-04-28,POD_ADLIN_1_UNITS-APND,22.49676,2025-04-28 01:00:00,2025-04-28 02:00:00,01:00-02:00
2025-04-28,POD_ADLIN_1_UNITS-APND,22.24497,2025-04-28 02:00:00,2025-04-28 03:00:00,02:00-03:00
2025-04-28,POD_ADLIN_1_UNITS-APND,26.14908,2025-04-28 03:00:00,2025-04-28 04:00:00,03:00-04:00
2025-04-28,POD_ADLIN_1_UNITS-APND,22.18066,2025-04-28 04:00:00,2025-04-28 05:00:00,04:00-05:00
2025-04-28,POD_ADLIN_1_UNITS-APND,22.34811,2025-04-28 05:00:00,2025-04-28 06:00:00,05:00-06:00
2025-04-28,POD_ADLIN_1_UNITS-APND,25.38276,2025-04-28 06:00:00,2025-04-28 07:00:00,06:00-07:00
2025-04-28,POD_ADLIN_1_UNITS-APND,24.13948,2025-04-28 07:00:00,2025-04-28 08:00:00,07:00-08:00
2025-04-28,POD_ADLIN_1_UNITS-APND,28.9373,2025-04-28 08:00:00,2025-04-28 09:00:00,08:00-09:00
2025-04-28,POD_ADLIN_1_UNITS-APND,14.11763,2025-04-28 09:00:00,2025-04-28 10:00:00,09:00-10:00
2025-04-28,POD_ADLIN_1_UNITS-APND,1.39861,2025-04-28 10:00:00,2025-04-28 11:00:00,10:00-11:00
2025-04-28,POD_ADLIN_1_UNITS-APND,2.72033,2025-04-28 11:00:00,2025-04-28 12:00:00,11:00-12:00
2025-04-28,POD_ADLIN_1_UNITS-APND,1.25237,2025-04-28 12:00:00,2025-04-28 13:00:00,12:00-13:00
2025-04-28,POD_ADLIN_1_UNITS-APND,0.05578,2025-04-28 13:00:00,2025-04-28 14:00:00,13:00-14:00
2025-04-28,POD_ADLIN_1_UNITS-APND,-0.09437,2025-04-28 14:00:00,2025-04-28 15:00:00,14:00-15:00
2025-04-28,POD_ADLIN_1_UNITS-APND,3.00809,2025-04-28 15:00:00,2025-04-28 16:00:00,15:00-16:00
2025-04-28,POD_ADLIN_1_UNITS-APND,4.97107,2025-04-28 16:00:00,2025-04-28 17:00:00,16:00-17:00
2025-04-28,POD_ADLIN_1_UNITS-APND,9.15475,2025-04-28 17:00:00,2025-04-28 18:00:00,17:00-18:00
2025-04-28,POD_ADLIN_1_UNITS-APND,18.63254,2025-04-28 18:00:00,2025-04-28 19:00:00,18:00-19:00
2025-04-28,POD_ADLIN_1_UNITS-APND,15.4908,2025-04-28 19:00:00,2025-04-28 20:00:00,19:00-20:00
2025-04-28,POD_ADLIN_1_UNITS-APND,20.58521,2025-04-28 20:00:00,2025-04-28 21:00:00,20:00-21:00
2025-04-28,POD_ADLIN_1_UNITS-APND,23.81113,2025-04-28 21:00:00,2025-04-28 22:00:00,21:00-22:00
2025-04-28,POD_ADLIN_1_UNITS-APND,16.16778,2025-04-28 22:00:00,2025-04-28 23:00:00,22:00-23:00
2025-04-28,POD_ADLIN_1_UNITS-APND,18.56749,2025-04-28 23:00:00,2025-04-29 00:00:00,23:00-00:00
2025-04-29,POD_ADLIN_1_UNITS-APND,17.10307,2025-04-29 00:00:00,2025-04-29 01:00:00,00:00-01:00
2025-04-29,POD_ADLIN_1_UNITS-APND,22.58963,2025-04-29 01:00:00,2025-04-29 02:00:00,01:00-02:00
2025-04-29,POD_ADLIN_1_UNITS-APND,22.76472,2025-04-29 02:00:00,2025-04-29 03:00:00,02:00-03:00
2025-04-29,POD_ADLIN_1_UNITS-APND,33.4206,2025-04-29 03:00:00,2025-04-29 04:00:00,03:00-04:00
2025-04-29,POD_ADLIN_1_UNITS-APND,25.91867,2025-04-29 04:00:00,2025-04-29 05:00:00,04:00-05:00
2025-04-29,POD_ADLIN_1_UNITS-APND,30.72975,2025-04-29 05:00:00,2025-04-29 06:00:00,05:00-06:00
2025-04-29,POD_ADLIN_1_UNITS-APND,30.44758,2025-04-29 06:00:00,2025-04-29 07:00:00,06:00-07:00
2025-04-29,POD_ADLIN_1_UNITS-APND,24.77324,2025-04-29 07:00:00,2025-04-29 08:00:00,07:00-08:00
2025-04-29,POD_ADLIN_1_UNITS-APND,25.96622,2025-04-29 08:00:00,2025-04-29 09:00:00,08:00-09:00
2025-04-29,POD_ADLIN_1_UNITS-APND,11.59744,2025-04-29 09:00:00,2025-04-29 10:00:00,09:00-10:00
2025-04-29,POD_ADLIN_1_UNITS-APND,4.6017,2025-04-29 10:00:00,2025-04-29 11:00:00,10:00-11:00
2025-04-29,POD_ADLIN_1_UNITS-APND,4.66292,2025-04-29 11:00:00,2025-04-29 12:00:00,11:00-12:00
2025-04-29,POD_ADLIN_1_UNITS-APND,2.14596,2025-04-29 12:00:00,2025-04-29 13:00:00,12:00-13:00
2025-04-29,POD_ADLIN_1_UNITS-APND,4.12177,2025-04-29 13:00:00,2025-04-29 14:00:00,13:00-14:00
2025-04-29,POD_ADLIN_1_UNITS-APND,5.56004,2025-04-29 14:00:00,2025-04-29 15:00:00,14:00-15:00
2025-04-29,POD_ADLIN_1_UNITS-APND,8.69222,2025-04-29 15:00:00,2025-04-29 16:00:00,15:00-16:00
2025-04-29,POD_ADLIN_1_UNITS-APND,13.96256,2025-04-29 16:00:00,2025-04-29 17:00:00,16:00-17:00
2025-04-29,POD_ADLIN_1_UNITS-APND,23.51692,2025-04-29 17:00:00,2025-04-29 18:00:00,17:00-18:00
2025-04-29,POD_ADLIN_1_UNITS-APND,28.59977,2025-04-29 18:00:00,2025-04-29 19:00:00,18:00-19:00
2025-04-29,POD_ADLIN_1_UNITS-APND,30.58687,2025-04-29 19:00:00,2025-04-29 20:00:00,19:00-20:00
2025-04-29,POD_ADLIN_1_UNITS-APND,31.41639,2025-04-29 20:00:00,2025-04-29 21:00:00,20:00-21:00
2025-04-29,POD_ADLIN_1_UNITS-APND,26.20206,2025-04-29 21:00:00,2025-04-29 22:00:00,21:00-22:00
2025-04-29,POD_ADLIN_1_UNITS-APND,21.57754,2025-04-29 22:00:00,2025-04-29 23:00:00,22:00-23:00
2025-04-29,POD_ADLIN_1_UNITS-APND,22.17469,2025-04-29 23:00:00,2025-04-30 00:00:00,23:00-00:00
2025-04-30,POD_ADLIN_1_UNITS-APND,28.03058,2025-04-30 00:00:00,2025-04-30 01:00:00,00:00-01:00
2025-04-30,POD_ADLIN_1_UNITS-APND,29.53625,2025-04-30 01:00:00,2025-04-30 02:00:00,01:00-02:00
2025-04-30,POD_ADLIN_1_UNITS-APND,28.34743,2025-04-30 02:00:00,2025-04-30 03:00:00,02:00-03:00
2025-04-30,POD_ADLIN_1_UNITS-APND,30.1939,2025-04-30 03:00:00,2025-04-30 04:00:00,03:00-04:00
2025-04-30,POD_ADLIN_1_UNITS-APND,31.04458,2025-04-30 04:00:00,2025-04-30 05:00:00,04:00-05:00
2025-04-30,POD_ADLIN_1_UNITS-APND,35.01296,2025-04-30 05:00:00,2025-04-30 06:00:00,05:00-06:00
2025-04-30,POD_ADLIN_1_UNITS-APND,35.63796,2025-04-30 06:00:00,2025-04-30 07:00:00,06:00-07:00
2025-04-30,POD_ADLIN_1_UNITS-APND,25.85371,2025-04-30 07:00:00,2025-04-30 08:00:00,07:00-08:00
2025-04-30,POD_ADLIN_1_UNITS-APND,27.68535,2025-04-30 08:00:00,2025-04-30 09:00:00,08:00-09:00
2025-04-30,POD_ADLIN_1_UNITS-APND,21.62945,2025-04-30 09:00:00,2025-04-30 10:00:00,09:00-10:00
2025-04-30,POD_ADLIN_1_UNITS-APND,12.81192,2025-04-30 10:00:00,2025-04-30 11:00:00,10:00-11:00
2025-04-30,POD_ADLIN_1_UNITS-APND,12.89668,2025-04-30 11:00:00,2025-04-30 12:00:00,11:00-12:00
2025-04-30,POD_ADLIN_1_UNITS-APND,9.84687,2025-04-30 12:00:00,2025-04-30 13:00:00,12:00-13:00
2025-04-30,POD_ADLIN_1_UNITS-APND,8.68406,2025-04-30 13:00:00,2025-04-30 14:00:00,13:00-14:00
2025-04-30,POD_ADLIN_1_UNITS-APND,13.21786,2025-04-30 14:00:00,2025-04-30 15:00:00,14:00-15:00
2025-04-30,POD_ADLIN_1_UNITS-APND,16.25411,2025-04-30 15:00:00,2025-04-30 16:00:00,15:00-16:00
2025-04-30,POD_ADLIN_1_UNITS-APND,21.52438,2025-04-30 16:00:00,2025-04-30 17:00:00,16:00-17:00
2025-04-30,POD_ADLIN_1_UNITS-APND,30.46328,2025-04-30 17:00:00,2025-04-30 18:00:00,17:00-18:00
2025-04-30,POD_ADLIN_1_UNITS-APND,42.20796,2025-04-30 18:00:00,2025-04-30 19:00:00,18:00-19:00
2025-04-30,POD_ADLIN_1_UNITS-APND,33.29712,2025-04-30 19:00:00,2025-04-30 20:00:00,19:00-20:00
2025-04-30,POD_ADLIN_1_UNITS-APND,26.89545,2025-04-30 20:00:00,2025-04-30 21:00:00,20:00-21:00
2025-04-30,POD_ADLIN_1_UNITS-APND,23.03125,2025-04-30 21:00:00,2025-04-30 22:00:00,21:00-22:00
2025-04-30,POD_ADLIN_1_UNITS-APND,20.86956,2025-04-30 22:00:00,2025-04-30 23:00:00,22:00-23:00
2025-04-30,POD_ADLIN_1_UNITS-APND,25.45516,2025-04-30 23:00:00,2025-05-01 00:00:00,23:00-00:00
2025-05-01,POD_ADLIN_1_UNITS-APND,20.62885,2025-05-01 00:00:00,2025-05-01 01:00:00,00:00-01:00
2025-05-01,POD_ADLIN_1_UNITS-APND,22.30068,2025-05-01 01:00:00,2025-05-01 02:00:00,01:00-02:00
2025-05-01,POD_ADLIN_1_UNITS-APND,28.14693,2025-05-01 02:00:00,2025-05-01 03:00:00,02:00-03:00
2025-05-01,POD_ADLIN_1_UNITS-APND,28.36364,2025-05-01 03:00:00,2025-05-01 04:00:00,03:00-04:00
2025-05-01,POD_ADLIN_1_UNITS-APND,27.08269,2025-05-01 04:00:00,2025-05-01 05:00:00,04:00-05:00
2025-05-01,POD_ADLIN_1_UNITS-APND,27.06021,2025-05-01 05:00:00,2025-05-01 06:00:00,05:00-06:00
2025-05-01,POD_ADLIN_1_UNITS-APND,25.36511,2025-05-01 06:00:00,2025-05-01 07:00:00,06:00-07:00
2025-05-01,POD_ADLIN_1_UNITS-APND,14.75191,2025-05-01 07:00:00,2025-05-01 08:00:00,07:00-08:00
2025-05-01,POD_ADLIN_1_UNITS-APND,11.49913,2025-05-01 08:00:00,2025-05-01 09:00:00,08:00-09:00
2025-05-01,POD_ADLIN_1_UNITS-APND,7.32684,2025-05-01 09:00:00,2025-05-01 10:00:00,09:00-10:00
2025-05-01,POD_ADLIN_1_UNITS-APND,-4.41031,2025-05-01 10:00:00,2025-05-01 11:00:00,10:00-11:00
2025-05-01,POD_ADLIN_1_UNITS-APND,3.77283,2025-05-01 11:00:00,2025-05-01 12:00:00,11:00-12:00
2025-05-01,POD_ADLIN_1_UNITS-APND,4.3423,2025-05-01 12:00:00,2025-05-01 13:00:00,12:00-13:00
2025-05-01,POD_ADLIN_1_UNITS-APND,5.65477,2025-05-01 13:00:00,2025-05-01 14:00:00,13:00-14:00
2025-05-01,POD_ADLIN_1_UNITS-APND,6.74951,2025-05-01 14:00:00,2025-05-01 15:00:00,14:00-15:00
2025-05-01,POD_ADLIN_1_UNITS-APND,10.35328,2025-05-01 15:00:00,2025-05-01 16:00:00,15:00-16:00
2025-05-01,POD_ADLIN_1_UNITS-APND,18.53283,2025-05-01 16:00:00,2025-05-01 17:00:00,16:00-17:00
2025-05-01,POD_ADLIN_1_UNITS-APND,18.90077,2025-05-01 17:00:00,2025-05-01 18:00:00,17:00-18:00
2025-05-01,POD_ADLIN_1_UNITS-APND,20.65378,2025-05-01 18:00:00,2025-05-01 19:00:00,18:00-19:00
2025-05-01,POD_ADLIN_1_UNITS-APND,-0.40185,2025-05-01 19:00:00,2025-05-01 20:00:00,19:00-20:00
2025-05-01,POD_ADLIN_1_UNITS-APND,18.68142,2025-05-01 20:00:00,2025-05-01 21:00:00,20:00-21:00
2025-05-01,POD_ADLIN_1_UNITS-APND,27.56207,2025-05-01 21:00:00,2025-05-01 22:00:00,21:00-22:00
2025-05-01,POD_ADLIN_1_UNITS-APND,25.88564,2025-05-01 22:00:00,2025-05-01 23:00:00,22:00-23:00
2025-05-01,POD_ADLIN_1_UNITS-APND,24.32694,2025-05-01 23:00:00,2025-05-02 00:00:00,23:00-00:00
2025-05-02,POD_ADLIN_1_UNITS-APND,27.59097,2025-05-02 00:00:00,2025-05-02 01:00:00,00:00-01:00
2025-05-02,POD_ADLIN_1_UNITS-APND,31.0274,2025-05-02 01:00:00,2025-05-02 02:00:00,01:00-02:00
2025-05-02,POD_ADLIN_1_UNITS-APND,31.21983,2025-05-02 02:00:00,2025-05-02 03:00:00,02:00-03:00
2025-05-02,POD_ADLIN_1_UNITS-APND,31.55241,2025-05-02 03:00:00,2025-05-02 04:00:00,03:00-04:00
2025-05-02,POD_ADLIN_1_UNITS-APND,29.31378,2025-05-02 04:00:00,2025-05-02 05:00:00,04:00-05:00
2025-05-02,POD_ADLIN_1_UNITS-APND,37.97688,2025-05-02 05:00:00,2025-05-02 06:00:00,05:00-06:00
2025-05-02,POD_ADLIN_1_UNITS-APND,27.11589,2025-05-02 06:00:00,2025-05-02 07:00:00,06:00-07:00
2025-05-02,POD_ADLIN_1_UNITS-APND,17.58286,2025-05-02 07:00:00,2025-05-02 08:00:00,07:00-08:00
2025-05-02,POD_ADLIN_1_UNITS-APND,14.8527,2025-05-02 08:00:00,2025-05-02 09:00:00,08:00-09:00
2025-05-02,POD_ADLIN_1_UNITS-APND,9.53415,2025-05-02 09:00:00,2025-05-02 10:00:00,09:00-10:00
2025-05-02,POD_ADLIN_1_UNITS-APND,-0.43109,2025-05-02 10:00:00,2025-05-02 11:00:00,10:00-11:00
2025-05-02,POD_ADLIN_1_UNITS-APND,1.62665,2025-05-02 11:00:00,2025-05-02 12:00:00,11:00-12:00
2025-05-02,POD_ADLIN_1_UNITS-APND,0.61915,2025-05-02 12:00:00,2025-05-02 13:00:00,12:00-13:00
2025-05-02,POD_ADLIN_1_UNITS-APND,0.65508,2025-05-02 13:00:00,2025-05-02 14:00:00,13:00-14:00
2025-05-02,POD_ADLIN_1_UNITS-APND,-0.21367,2025-05-02 14:00:00,2025-05-02 15:00:00,14:00-15:00
2025-05-02,POD_ADLIN_1_UNITS-APND,2.39181,2025-05-02 15:00:00,2025-05-02 16:00:00,15:00-16:00
2025-05-02,POD_ADLIN_1_UNITS-APND,5.48773,2025-05-02 16:00:00,2025-05-02 17:00:00,16:00-17:00
2025-05-02,POD_ADLIN_1_UNITS-APND,11.83036,2025-05-02 17:00:00,2025-05-02 18:00:00,17:00-18:00
2025-05-02,POD_ADLIN_1_UNITS-APND,19.15878,2025-05-02 18:00:00,2025-05-02 19:00:00,18:00-19:00
2025-05-02,POD_ADLIN_1_UNITS-APND,17.11621,2025-05-02 19:00:00,2025-05-02 20:00:00,19:00-20:00
2025-05-02,POD_ADLIN_1_UNITS-APND,29.52917,2025-05-02 20:00:00,2025-05-02 21:00:00,20:00-21:00
2025-05-02,POD_ADLIN_1_UNITS-APND,28.8124,2025-05-02 21:00:00,2025-05-02 22:00:00,21:00-22:00
2025-05-02,POD_ADLIN_1_UNITS-APND,26.20413,2025-05-02 22:00:00,2025-05-02 23:00:00,22:00-23:00
2025-05-02,POD_ADLIN_1_UNITS-APND,30.54646,2025-05-02 23:00:00,2025-05-03 00:00:00,23:00-00:00
2025-05-03,POD_ADLIN_1_UNITS-APND,19.8363,2025-05-03 00:00:00,2025-05-03 01:00:00,00:00-01:00
2025-05-03,POD_ADLIN_1_UNITS-APND,27.08577,2025-05-03 01:00:00,2025-05-03 02:00:00,01:00-02:00
2025-05-03,POD_ADLIN_1_UNITS-APND,17.17364,2025-05-03 02:00:00,2025-05-03 03:00:00,02:00-03:00
2025-05-03,POD_ADLIN_1_UNITS-APND,19.29972,2025-05-03 03:00:00,2025-05-03 04:00:00,03:00-04:00
2025-05-03,POD_ADLIN_1_UNITS-APND,21.12109,2025-05-03 04:00:00,2025-05-03 05:00:00,04:00-05:00
2025-05-03,POD_ADLIN_1_UNITS-APND,19.68037,2025-05-03 05:00:00,2025-05-03 06:00:00,05:00-06:00
2025-05-03,POD_ADLIN_1_UNITS-APND,13.63373,2025-05-03 06:00:00,2025-05-03 07:00:00,06:00-07:00
2025-05-03,POD_ADLIN_1_UNITS-APND,11.11594,2025-05-03 07:00:00,2025-05-03 08:00:00,07:00-08:00
2025-05-03,POD_ADLIN_1_UNITS-APND,17.6764,2025-05-03 08:00:00,2025-05-03 09:00:00,08:00-09:00
2025-05-03,POD_ADLIN_1_UNITS-APND,14.61175,2025-05-03 09:00:00,2025-05-03 10:00:00,09:00-10:00
2025-05-03,POD_ADLIN_1_UNITS-APND,6.12606,2025-05-03 10:00:00,2025-05-03 11:00:00,10:00-11:00
